Respiratory Seq ID	ABCTL CovSeq Code	Date	Location Code	QC	run	notes
I93731	AWMT198(2)	221031	ASU11	15776932	309	
I94986	AWMT199(2)	221031	ASU12	2329630	314	
I94987	AWMT200(2)	221031	ASU15	1011678	314	
I94988	AWMT201(2)	221031	ASU14	6747901	314	
I94989	AWMT202(2)	221031	ASU16	2968896	314	
I94990	AWMT203(2)	221031	ASU17	14015290	314	
I95376	AWMT204(2)	221107	ASU1	289316	316	
I95377	AWMT205(2)	221107	ASU5	162041	316	
I95378	AWMT206(2)	221107	ASU6	63818	316	
I95379	AWMT207(2)	221107	ASU2	237675	316	
I95380	AWMT208(2)	221107	ASU4	87411	316	
I95381	AWMT209(2)	221107	ASU3	893693	316	
I95382	AWMT210(2)	221107	ASU7	181739	316	
I95383	AWMT211(2)	221107	ASU8	372920	316	
I95384	AWMT212(2)	221107	ASU9	375688	316	
I95385	AWMT213(2)	221107	ASU10	15306	316	
I95386	AWMT214(2)	221107	ASU11	61471	316	
I95387	AWMT215(2)	221107	ASU12	176073	316	
I95388	AWMT216(2)	221107	ASU15	160503	316	
I95389	AWMT217(2)	221107	ASU14	293881	316	
I95390	AWMT218(2)	221107	ASU16	384473	316	
I95391	AWMT219(2)	221107	ASU17	185857	316	
I95392	AWMT220(2)	221114	ASU1	330199	316	
I95393	AWMT221(2)	221114	ASU5	119003	316	
I95394	AWMT222(2)	221114	ASU6	23472	316	
I95395	AWMT223(2)	221114	ASU2	653233	316	
I95396	AWMT224(2)	221114	ASU4	13483	316	
I95397	AWMT225(2)	221114	ASU3	434627	316	
I95398	AWMT226(2)	221114	ASU7	457148	316	
I95399	AWMT227(2)	221114	ASU8	36512	316	
I95400	AWMT228(2)	221114	ASU9	102482	316	
I95401	AWMT229(2)	221114	ASU10	288475	316	
I95402	AWMT230(2)	221114	ASU11	354083	316	
I95403	AWMT231(2)	221114	ASU12	206399	316	
I95404	AWMT232(2)	221114	ASU15	532318	316	
I95405	AWMT233(2)	221114	ASU14	562348	316	
I95406	AWMT234(2)	221114	ASU16	932108	316	
I95407	AWMT235(2)	221114	ASU17	26800	316	
I95408	AWMT236(2)	221121	ASU1	146692	316	
I95409	AWMT237(2)	221121	ASU5	441210	316	
I95410	AWMT238(2)	221121	ASU6	233116	316	
I95411	AWMT239(2)	221121	ASU2	333573	316	
I95412	AWMT240(2)	221121	ASU4	499125	316	
I95413	AWMT241(2)	221121	ASU3	462999	316	
I95414	AWMT242(2)	221121	ASU7	482651	316	
I95415	AWMT243(2)	221121	ASU8	808278	316	
I95416	AWMT244(2)	221121	ASU9	315789	316	
I95417	AWMT245(2)	221121	ASU10	243643	316	
I95418	AWMT246(2)	221121	ASU11	207944	316	
I95419	AWMT247(2)	221121	ASU12	629912	316	
I95420	AWMT248(2)	221121	ASU14	422189	316	
I95421	AWMT249(2)	221121	ASU16	136783	316	
I95422	AWMT250(2)	221121	ASU17	118775	316	
I97043	AWMT251(2)	221129	ASU1	10820791	322	
I97044	AWMT252(2)	221129	ASU5	3466209	322	
I97045	AWMT253(2)	221129	ASU6	2526365	322	
I97046	AWMT254(2)	221129	ASU2	3147257	322	
I97047	AWMT255(2)	221129	ASU4	3333252	322	
I97048	AWMT256(2)	221129	ASU3	9065602	322	
I97049	AWMT257(2)	221129	ASU7	1286844	322	
I97050	AWMT258(2)	221129	ASU8	9263219	322	
I97051	AWMT259(2)	221129	ASU9	12925041	322	
I97052	AWMT260(2)	221129	ASU10	4745733	322	
I97053	AWMT261(2)	221129	ASU11	4653333	322	
I97054	AWMT262(2)	221129	ASU12	1993969	322	
I97055	AWMT263(2)	221129	ASU15	4258813	322	
I97056	AWMT264(2)	221129	ASU14	1470069	322	
I97057	AWMT265(2)	221129	ASU16	6235281	322	
I97058	AWMT266(2)	221129	ASU17	4719208	322	
I97059	AWMT267(2)	221205	ASU1	7587683	322	
I97060	AWMT268(2)	221205	ASU5	11500054	322	
I97061	AWMT269(2)	221205	ASU6	997486	322	
I97062	AWMT270(2)	221205	ASU4	4059699	322	
I97063	AWMT271(2)	221205	ASU3	4914566	322	
I97064	AWMT272(2)	221205	ASU7	6324330	322	
I97065	AWMT273(2)	221205	ASU8	3262819	322	
I97066	AWMT274(2)	221205	ASU9	3794155	322	
I97067	AWMT275(2)	221205	ASU10	6995725	322	
I97068	AWMT276(2)	221205	ASU11	5477560	322	
I97069	AWMT277(2)	221205	ASU12	1311941	322	
I97070	AWMT278(2)	221205	ASU15	3781510	322	
I97071	AWMT279(2)	221205	ASU14	2889864	322	
I97072	AWMT280(2)	221205	ASU16	9858308	322	
I97073	AWMT281(2)	221205	ASU17	14722765	322	
I97074	AWMT282(2)	221212	ASU1	2002353	322	
I97075	AWMT283(2)	221212	ASU5	1988729	322	
I97076	AWMT284(2)	221212	ASU6	14485610	322	
I97077	AWMT285(2)	221212	ASU2	2180615	322	
I97078	AWMT286(2)	221212	ASU4	5831964	322	
I97079	AWMT287(2)	221212	ASU7	4529661	322	
I97080	AWMT288(2)	221212	ASU8	3233161	322	
I97081	AWMT289(2)	221212	ASU9	1891700	322	
I97082	AWMT290(2)	221212	ASU10	2135432	322	
I97083	AWMT291(2)	221212	ASU11	6768898	322	
I97084	AWMT292(2)	221212	ASU12	11247390	322	
I97085	AWMT293(2)	221212	ASU15	528495	322	
I97086	AWMT294(2)	221212	ASU14	3283583	322	
I97087	AWMT295(2)	221212	ASU16	3458170	322	
I97088	AWMT296(2)	221212	ASU17	1269581	322	
I97540	AWMT297(2)	221219	ASU1	1681097	325	
I97541	AWMT298(2)	221219	ASU5	205452	325	
I97542	AWMT299(2)	221219	ASU6	753326	325	
I97543	AWMT300(2)	221219	ASU2	14629244	325	
I97544	AWMT301(2)	221219	ASU4	12409	325	
I97545	AWMT302(2)	221219	ASU3	7059759	325	
I97546	AWMT303(2)	221219	ASU7	2097647	325	
I97547	AWMT304(2)	221219	ASU8	16913670	325	
I97548	AWMT305(2)	221219	ASU9	1690515	325	
I97549	AWMT306(2)	221219	ASU10	862646	325	
I97550	AWMT307(2)	221219	ASU11	10520915	325	
I97551	AWMT308(2)	221219	ASU12	165496	325	
I97552	AWMT309(2)	221219	ASU15	131710	325	
I97553	AWMT310(2)	221219	ASU14	850437	325	
I97554	AWMT311(2)	221219	ASU16	256542	325	
I97555	AWMT312(2)	221219	ASU17	2188902	325	
I97556	AWMT313(2)	221228	ASU1	2243245	325	
I97557	AWMT314(2)	221228	ASU6	58087	325	
I97558	AWMT315(2)	221228	ASU2	8342711	325	
I97559	AWMT316(2)	221228	ASU3	5785115	325	
I97560	AWMT317(2)	221228	ASU7	1963163	325	
I97561	AWMT318(2)	221228	ASU8	144	325	
I97562	AWMT319(2)	221228	ASU9	6055828	325	
I97563	AWMT320(2)	221228	ASU10	226975	325	
I97564	AWMT321(2)	221228	ASU11	4260164	325	
I97565	AWMT322(2)	221228	ASU12	1314805	325	
I97566	AWMT323(2)	221228	ASU15	1104029	325	
I97567	AWMT324(2)	221228	ASU14	15699279	325	
I97568	AWMT325(2)	221228	ASU16	1630963	325	
I97569	AWMT326(2)	221228	ASU17	21919048	325	
I97570	AWMT327(2)	230103	ASU1	60530	325	
I97571	AWMT328(2)	230103	ASU5	4424570	325	
I97572	AWMT329(2)	230103	ASU6	8733321	325	
I97573	AWMT330(2)	230103	ASU2	10611557	325	
I97574	AWMT331(2)	230103	ASU4	2725375	325	
I97575	AWMT332(2)	230103	ASU3	5652458	325	
I97576	AWMT333(2)	230103	ASU7	3303940	325	
I97577	AWMT334(2)	230103	ASU8	536925	325	
I97578	AWMT335(2)	230103	ASU9	9415324	325	
I97579	AWMT336(2)	230103	ASU10	5492703	325	
I97580	AWMT337(2)	230103	ASU11	2618171	325	
I97581	AWMT338(2)	230103	ASU12	8568805	325	
I97582	AWMT339(2)	230103	ASU15	7718040	325	
I97583	AWMT340(2)	230103	ASU14	294356	325	
I97584	AWMT341(2)	230103	ASU16	1421	325	
I97585	AWMT342(2)	230103	ASU17	855348	325	
I98068	AWMT343(2)	230109	ASU1	7900449	330	
I98069	AWMT344(2)	230109	ASU5	6368040	330	
I98070	AWMT345(2)	230109	ASU2	4691468	330	
I98071	AWMT346(2)	230109	ASU4	10403110	330	
I98072	AWMT347(2)	230109	ASU3	5369435	330	
I98073	AWMT348(2)	230109	ASU7	4167292	330	
I98074	AWMT349(2)	230109	ASU8	8111355	330	
I98075	AWMT350(2)	230109	ASU9	9246887	330	
I98076	AWMT351(2)	230109	ASU10	717648	330	
I98077	AWMT352(2)	230109	ASU11	12842434	330	
I98078	AWMT353(2)	230109	ASU12	3671872	330	
I98079	AWMT354(2)	230109	ASU15	8277430	330	
I98080	AWMT355(2)	230109	ASU14	5384438	330	
I98081	AWMT356(2)	230109	ASU16	8625721	330	
I98082	AWMT357(2)	230109	ASU17	8425377	330	
I98083	AWMT358(2)	230117	ASU1	9003983	330	
I98084	AWMT359(2)	230117	ASU5	7117662	330	
I98085	AWMT360(2)	230117	ASU6	1572569	330	
I98086	AWMT361(2)	230117	ASU2	10100616	330	
I98087	AWMT362(2)	230117	ASU4	830881	330	
I98088	AWMT363(2)	230117	ASU3	6315692	330	
I98089	AWMT364(2)	230117	ASU7	6311242	330	
I98090	AWMT365(2)	230117	ASU8	550140	330	
I98091	AWMT366(2)	230117	ASU9	5845218	330	
I98092	AWMT367(2)	230117	ASU10	8044848	330	
I98093	AWMT368(2)	230117	ASU11	8008413	330	
I98094	AWMT369(2)	230117	ASU12	6604974	330	
I98095	AWMT370(2)	230117	ASU15	6107507	330	
I98096	AWMT371(2)	230117	ASU14	5226057	330	
I98097	AWMT372(2)	230117	ASU16	7472841	330	
I98098	AWMT373(2)	230117	ASU17	2273523	330	
I98099	AWMT374(2)	230123	ASU1	3417645	330	
I98100	AWMT375(2)	230123	ASU5	7319909	330	
I98101	AWMT376(2)	230123	ASU6	7352841	330	
I98102	AWMT377(2)	230123	ASU4	3519128	330	
I98103	AWMT378(2)	230123	ASU3	4352479	330	
I98104	AWMT379(2)	230123	ASU7	5975537	330	
I98105	AWMT380(2)	230123	ASU8	7768600	330	
I98106	AWMT381(2)	230123	ASU9	13649872	330	
I98107	AWMT382(2)	230123	ASU10	7526998	330	
I98108	AWMT383(2)	230123	ASU11	3355632	330	
I98109	AWMT384(2)	230123	ASU12	4746550	330	
I98110	AWMT385(2)	230123	ASU15	7797772	330	
I98111	AWMT386(2)	230123	ASU14	6672924	330	
I98112	AWMT387(2)	230123	ASU16	5349918	330	
I98113	AWMT388(2)	230123	ASU17	6976604	330	
I98691	AWMT437(2)	230220	ASU5	2202	336	
I98692	AWMT438(2)	230220	ASU6	6207435	336	
I98693	AWMT439(2)	230220	ASU2	1829092	336	
I98694	AWMT440(2)	230220	ASU4	1529433	336	
I98695	AWMT441(2)	230220	ASU3	1457617	336	
I98696	AWMT442(2)	230220	ASU7	1987190	336	
I98697	AWMT443(2)	230220	ASU8	7513756	336	
I98698	AWMT444(2)	230220	ASU9	1286722	336	
I98699	AWMT445(2)	230220	ASU10	3940628	336	
I98700	AWMT446(2)	230220	ASU11	5883149	336	
I98701	AWMT447(2)	230220	ASU12	2345859	336	
I98702	AWMT448(2)	230220	ASU15	7805507	336	
I98703	AWMT449(2)	230220	ASU14	1508051	336	
I98704	AWMT450(2)	230220	ASU16	4878881	336	
I98705	AWMT451(2)	230220	ASU17	755680	336	
I98706	AWMP1(2)	230130	P1	3200936	336	
I98707	AWMP2(2)	230130	P2	1232198	336	
I98708	AWMP3(2)	230130	P3	4526508	336	
I98709	AWMP4(2)	230130	P4	3449073	336	
I98710	AWMP5(2)	230130	P5	913028	336	
I98711	AWMP6(2)	230130	P6	10475266	336	
I98712	AWMP7(2)	230206	P7	5043110	336	
I98713	AWMP8(2)	230206	P8	5125641	336	
I98714	AWMP9(2)	230206	P9	1265139	336	
I98715	AWMP10(2)	230206	P10	7917422	336	
I98716	AWMP11(2)	230206	P11	6493650	336	
I98717	AWMP12(2)	230206	P12	2812581	336	
I98718	AWMP13(2)	230206	P13	470907	336	
I98719	AWMP14(2)	230213	P14	5894471	336	
I98720	AWMP15(2)	230213	P15	2648616	336	
I98721	AWMP16(2)	230213	P16	3991288	336	
I98722	AWMP17(2)	230213	P17	5028297	336	
I98723	AWMP18(2)	230213	P18	3007111	336	
I98724	AWMP19(2)	230213	P19	1586452	336	
I98725	AWMP20(2)	230213	P20	5587845	336	
I98726	AWMW1(2)	230209	W1	1317623	336	
I98727	AWMW2(2)	230209	W2	5568381	336	
I98728	AWMW3(2)	230209	W3	2010746	336	
I98729	AWMW4(2)	230216	W4	2237455	336	
I98730	AWMD1(2)	230209	D1	682061	336	
I98731	AWMD2(2)	230216	D2	5346939	336	
I99123	AWMT389(2)	230130	ASU1	7003043	338	
I99124	AWMT390(2)	230130	ASU5	5705761	338	
I99125	AWMT391(2)	230130	ASU6	4331606	338	
I99126	AWMT392(2)	230130	ASU2	3820119	338	
I99127	AWMT393(2)	230130	ASU4	3408805	338	
I99128	AWMT394(2)	230130	ASU3	10346916	338	
I99129	AWMT395(2)	230130	ASU7	5365430	338	
I99130	AWMT396(2)	230130	ASU8	12031083	338	
I99131	AWMT397(2)	230130	ASU9	8918841	338	
I99132	AWMT398(2)	230130	ASU10	146236	338	
I99133	AWMT399(2)	230130	ASU11	7321275	338	
I99134	AWMT400(2)	230130	ASU12	6279192	338	
I99135	AWMT401(2)	230130	ASU15	8417927	338	
I99136	AWMT402(2)	230130	ASU14	5122802	338	
I99137	AWMT403(2)	230130	ASU16	6242557	338	
I99138	AWMT404(2)	230130	ASU17	7281213	338	
I99139	AWMT405(2)	230206	ASU1	8177677	338	
I99140	AWMT406(2)	230206	ASU5	6313152	338	
I99141	AWMT407(2)	230206	ASU6	3610764	338	
I99142	AWMT408(2)	230206	ASU4	11692483	338	
I99143	AWMT409(2)	230206	ASU3	779003	338	
I99144	AWMT410(2)	230206	ASU7	5654966	338	
I99145	AWMT411(2)	230206	ASU8	11277748	338	
I99146	AWMT412(2)	230206	ASU9	1418439	338	
I99147	AWMT413(2)	230206	ASU10	3918134	338	
I99148	AWMT414(2)	230206	ASU11	7288721	338	
I99149	AWMT415(2)	230206	ASU12	8637650	338	
I99150	AWMT416(2)	230206	ASU15	6127924	338	
I99151	AWMT417(2)	230206	ASU14	7516818	338	
I99152	AWMT418(2)	230206	ASU16	3020236	338	
I99153	AWMT419(2)	230206	ASU17	8560786	338	
I99154	AWMT420(2)	230213	ASU1	2235132	338	
I99155	AWMT421(2)	230213	ASU5	3648042	338	
I99156	AWMT422(2)	230213	ASU6	8401637	338	
I99157	AWMT423(2)	230213	ASU2	5715448	338	
I99158	AWMT424(2)	230213	ASU4	5269755	338	
I99159	AWMT425(2)	230213	ASU3	10587014	338	
I99160	AWMT426(2)	230213	ASU7	4293407	338	
I99161	AWMT427(2)	230213	ASU8	6229274	338	
I99162	AWMT428(2)	230213	ASU9	9905533	338	
I99163	AWMT429(2)	230213	ASU10	6176872	338	
I99164	AWMT430(2)	230213	ASU11	4973978	338	
I99165	AWMT431(2)	230213	ASU12	5859973	338	
I99166	AWMT432(2)	230213	ASU15	8477975	338	
I99167	AWMT433(2)	230213	ASU14	6929087	338	
I99168	AWMT434(2)	230213	ASU16	2228522	338	
I99169	AWMT435(2)	230213	ASU17	7325676	338	
I99170	AWMT436(2)	230220	ASU1	1055671	338	
I99751	AWMDT3(2)	230222	ASUDT01	3998412	344	
I99752	AWMDT4(2)	230301	ASUDT01	6008646	344	
I99753	AWMDT5(2)	230308	ASUDT01	3780921	344	
I99754	AWMDT6(2)	230308	ASUDT02	17621298	344	
I99755	AWMP21(2)	230220	ASUP01	10346732	344	
I99756	AWMP22(2)	230220	ASUP02	6293069	344	
I99757	AWMP23(2)	230220	ASUP03	3107907	344	
I99758	AWMP24(2)	230220	ASUP04	7681990	344	
I99759	AWMP25(2)	230220	ASUP05	1021140	344	
I99760	AWMP26(2)	230220	ASUP06	8568010	344	
I99761	AWMP27(2)	230220	ASUP07	3087390	344	
I99762	AWMP28(2)	230227	ASUP01	13680063	344	Sample Failed library build or sequencing
I99763	AWMP29(2)	230227	ASUP02	8019794	344	
I99764	AWMP30(2)	230227	ASUP03	3118159	344	
I99765	AWMP31(2)	230227	ASUP04	8120992	344	
I99766	AWMP32(2)	230227	ASUP05	9128754	344	
I99767	AWMP33(2)	230227	ASUP06	8432560	344	
I99768	AWMP34(2)	230227	ASUP07	9059590	344	Sample Failed library build or sequencing
I99769	AWMP35(2)	230306	ASUP01	6271758	344	
I99770	AWMP36(2)	230306	ASUP02	5650378	344	
I99771	AWMP37(2)	230306	ASUP03	4257774	344	
I99772	AWMP38(2)	230306	ASUP04	17051028	344	
I99773	AWMP39(2)	230306	ASUP05	9416782	344	
I99774	AWMP40(2)	230306	ASUP06	5098851	344	
I99775	AWMP41(2)	230306	ASUP07	3295128	344	
I99776	AWMP42(2)	230313	ASUP01	8067147	344	
I99777	AWMP43(2)	230313	ASUP02	6257880	344	
I99778	AWMP44(2)	230313	ASUP03	5081761	344	
I99779	AWMP45(2)	230313	ASUP04	4834710	344	
I99780	AWMP46(2)	230313	ASUP05	5764614	344	
I99781	AWMP47(2)	230313	ASUP06	8959716	344	
I99782	AWMP48(2)	230313	ASUP07	676213	344	
I99783	AWMT452(2)	230227	ASUT01	4512211	344	
I99784	AWMT453(2)	230227	ASUT05	10733461	344	
I99785	AWMT454(2)	230227	ASUT06	5906577	344	
I99786	AWMT455(2)	230227	ASUT02	2932492	344	
I99787	AWMT456(2)	230227	ASUT04	8785259	344	
I99788	AWMT457(2)	230227	ASUT03	7925106	344	
I99789	AWMT458(2)	230227	ASUT07	14523530	344	
I99790	AWMT459(2)	230227	ASUT08	13708614	344	
I99791	AWMT460(2)	230227	ASUT09	3985989	344	
I99792	AWMT461(2)	230227	ASUT10	5489160	344	
I99793	AWMT462(2)	230227	ASUT11	7102269	344	
I99794	AWMT463(2)	230227	ASUT12	7694931	344	
I99795	AWMT464(2)	230227	ASUT15	9647124	344	
I99796	AWMT465(2)	230227	ASUT14	3983389	344	
I99797	AWMT466(2)	230227	ASUT16	5537345	344	
I99799	AWMT467(2)	230227	ASUT17	6600414	345	
I99800	AWMT468(2)	230306	ASUT01	2363488	345	
I99801	AWMT469(2)	230306	ASUT05	4197837	345	
I99802	AWMT470(2)	230306	ASUT06	7586114	345	
I99803	AWMT471(2)	230306	ASUT02	7638123	345	
I99804	AWMT472(2)	230306	ASUT04	5732105	345	
I99805	AWMT473(2)	230306	ASUT03	15099063	345	
I99806	AWMT474(2)	230306	ASUT07	4403005	345	
I99807	AWMT475(2)	230306	ASUT08	8997424	345	
I99808	AWMT476(2)	230306	ASUT09	1528440	345	
I99809	AWMT477(2)	230306	ASUT11	4603371	345	
I99810	AWMT478(2)	230306	ASUT12	0	345	
I99811	AWMT479(2)	230306	ASUT15	5738473	345	
I99812	AWMT480(2)	230306	ASUT14	1097611	345	
I99813	AWMT481(2)	230306	ASUT16	503357	345	
I99814	AWMT482(2)	230306	ASUT17	3849754	345	
I99815	AWMT483(2)	230313	ASUT01	1792059	345	
I99816	AWMT484(2)	230313	ASUT05	0	345	
I99817	AWMT485(2)	230313	ASUT06	4247249	345	
I99818	AWMT486(2)	230313	ASUT02	10210742	345	
I99819	AWMT487(2)	230313	ASUT04	11902628	345	
I99820	AWMT488(2)	230313	ASUT03	10542792	345	
I99821	AWMT489(2)	230313	ASUT07	2640401	345	
I99822	AWMT490(2)	230313	ASUT08	8555226	345	
I99823	AWMT491(2)	230313	ASUT09	15790573	345	
I99824	AWMT492(2)	230313	ASUT10	3833295	345	
I99825	AWMT493(2)	230313	ASUT11	10391513	345	
I99826	AWMT494(2)	230313	ASUT12	3713813	345	
I99827	AWMT495(2)	230313	ASUT15	7035322	345	
I99828	AWMT496(2)	230313	ASUT14	4314354	345	
I99829	AWMT497(2)	230313	ASUT16	3506504	345	
I99830	AWMT498(2)	230313	ASUT17	5693817	345	
I99831	AWMW5(2)	230216	ASUW02	5879343	345	
I99832	AWMW6(2)	230216	ASUW03	2930708	345	
I99833	AWMW7(2)	230222	ASUW01	4830630	345	
I99834	AWMW8(2)	230222	ASUW02	5437644	345	
I99835	AWMW9(2)	230222	ASUW03	737706	345	
I99836	AWMW10(2)	230301	ASUW01	14983760	345	
I99837	AWMW11(2)	230301	ASUW02	5958008	345	
I99838	AWMW12(2)	230301	ASUW03	4527226	345	
I99839	AWMW13(2)	230308	ASUW01	7278140	345	
I99840	AWMW14(2)	230308	ASUW02	12101705	345	
I99841	AWMW15(2)	230308	ASUW03	2729394	345	
I99842	AWMW16(2)	230308	ASUW04	10130354	345	
I99843	AWMW17(2)	230308	ASUW05	5981882	345	
I100099	AWMT499(2)	230320	ASUT18	2334628	348	
I100100	AWMT500(2)	230320	ASUT01	2857190	348	
I100101	AWMT501(2)	230320	ASUT05	11337987	348	
I100102	AWMT502(2)	230320	ASUT06	9224333	348	
I100103	AWMT503(2)	230320	ASUT02	6326754	348	
I100104	AWMT504(2)	230320	ASUT04	8386018	348	
I100105	AWMT505(2)	230320	ASUT03	2467210	348	
I100106	AWMT506(2)	230320	ASUT07	5671567	348	
I100107	AWMT507(2)	230320	ASUT08	504639	348	
I100108	AWMT508(2)	230320	ASUT09	5476904	348	
I100109	AWMT509(2)	230320	ASUT10	8451639	348	
I100110	AWMT510(2)	230320	ASUT19	2087093	348	
I100111	AWMT511(2)	230320	ASUT11	5211478	348	
I100112	AWMT512(2)	230320	ASUT12	4705650	348	
I100113	AWMT513(2)	230320	ASUT15	1832927	348	
I100114	AWMT514(2)	230320	ASUT20	9059655	348	
I100115	AWMT515(2)	230320	ASUT14	7118491	348	
I100116	AWMT516(2)	230320	ASUT16	3762020	348	
I100117	AWMT517(2)	230320	ASUT21	12559982	348	
I100118	AWMT518(2)	230320	ASUT17	1416452	348	
I100119	AWMP49(2)	230320	ASUP01	12875770	348	
I100120	AWMP50(2)	230320	ASUP02	4446900	348	
I100121	AWMP51(2)	230320	ASUP03	4252313	348	
I100122	AWMP52(2)	230320	ASUP04	5363868	348	
I100123	AWMP53(2)	230320	ASUP05	7526044	348	
I100124	AWMP54(2)	230320	ASUP06	7690452	348	
I100125	AWMP55(2)	230320	ASUP07	885717	348	
I100126	AWMP56(2)	230320	ASUP08	8110006	348	
I100127	AWMDT7(2)	230308	ASUDT01	1740149	348	
I100128	AWMDT8(2)	230315	ASUDT02	7739901	348	
I100129	AWMW18(2)	230315	ASUW01	9561533	348	
I100130	AWMW19(2)	230315	ASUW02	7302413	348	
I100131	AWMW20(2)	230315	ASUW03	5407815	348	
I100132	AWMW21(2)	230315	ASUW04	4184848	348	
I100133	AWMW22(2)	230315	ASUW05	809782	348	
I100234	AWMDT9(2)	230322	ASUDT02	5996968	350	
I100235	AWMDT10(2)	230329	ASUDT01	4926499	350	
I100236	AWMDT11(2)	230329	ASUDT02	3572055	350	
I100237	AWMP57(2)	230327	ASUP01	2684979	350	
I100238	AWMP58(2)	230327	ASUP03	4891263	350	
I100239	AWMP59(2)	230327	ASUP04	3799594	350	
I100240	AWMP60(2)	230327	ASUP05	4303739	350	
I100241	AWMP61(2)	230327	ASUP06	11320608	350	
I100242	AWMP62(2)	230327	ASUP07	4711150	350	
I100243	AWMP63(2)	230327	ASUP08	12424496	350	
I100244	AWMP64(2)	230403	ASUP01	10719821	350	
I100245	AWMP65(2)	230403	ASUP02	12804712	350	
I100246	AWMP66(2)	230403	ASUP03	6072491	350	
I100247	AWMP67(2)	230403	ASUP04	8903201	350	
I100248	AWMP68(2)	230403	ASUP05	13481026	350	
I100249	AWMP69(2)	230403	ASUP06	8104862	350	
I100250	AWMP70(2)	230403	ASUP07	6591418	350	
I100251	AWMP71(2)	230403	ASUP08	2231136	350	
I100252	AWMT519(2)	230327	ASUT18	4504580	350	
I100253	AWMT520(2)	230327	ASUT1	22445200	350	
I100254	AWMT521(2)	230327	ASUT5	8142366	350	
I100255	AWMT522(2)	230327	ASUT6	4422608	350	
I100256	AWMT523(2)	230327	ASUT2	4348502	350	
I100257	AWMT524(2)	230327	ASUT4	4260838	350	
I100258	AWMT525(2)	230327	ASUT3	4500412	350	
I100259	AWMT526(2)	230327	ASUT7	17264171	350	
I100260	AWMT527(2)	230327	ASUT8	8079910	350	
I100261	AWMT528(2)	230327	ASUT9	3262887	350	
I100262	AWMT529(2)	230327	ASUT10	12070756	350	
I100263	AWMT530(2)	230327	ASUT19	8645531	350	
I100264	AWMT531(2)	230327	ASUT11	12257320	350	
I100265	AWMT532(2)	230327	ASUT12	6434185	350	
I100266	AWMT533(2)	230327	ASUT15	7105254	350	
I100267	AWMT534(2)	230327	ASUT 20	9976484	350	
I100268	AWMT535(2)	230327	ASUT14	9629215	350	
I100269	AWMT536(2)	230327	ASUT16	4589916	350	
I100270	AWMT537(2)	230327	ASUT21	2168158	350	
I100271	AWMT538(2)	230327	ASUT17	4781200	350	
I100272	AWMT539(2)	230403	ASUT18	647840	350	
I100273	AWMT540(2)	230403	ASUT1	5590546	350	
I100274	AWMT541(2)	230403	ASUT5	7038510	350	
I100275	AWMT542(2)	230403	ASUT6	1985567	350	
I100276	AWMT543(2)	230403	ASUT2	9657680	350	
I100277	AWMT544(2)	230403	ASUT4	6295172	350	
I100278	AWMT545(2)	230403	ASUT3	7629798	350	
I100279	AWMT546(2)	230403	ASUT7	6947407	350	
I100280	AWMT547(2)	230403	ASUT8	7976315	350	
I100281	AWMT548(2)	230403	ASUT9	3515229	350	
I100282	AWMT549(2)	230403	ASUT10	2676898	350	
I100283	AWMT550(2)	230403	ASUT11	6279959	350	
I100284	AWMT551(2)	230403	ASUT12	8193196	350	
I100285	AWMT552(2)	230403	ASUT15	8730024	350	
I100286	AWMT553(2)	230403	ASUT20	6866357	350	
I100287	AWMT554(2)	230403	ASUT14	5657021	350	
I100288	AWMT555(2)	230403	ASUT16	4091808	350	
I100289	AWMT556(2)	230403	ASUT21	7365388	350	
I100290	AWMT557(2)	230403	ASUT17	4206600	350	
I100291	AWMW23(2)	230322	ASUW01	971729	350	
I100292	AWMW24(2)	230322	ASUW02	9249784	350	
I100293	AWMW25(2)	230322	ASUW03	1631443	350	
I100294	AWMW26(2)	230322	ASUW04	2765904	350	
I100295	AWMW27(2)	230322	ASUW05	2273756	350	
I100296	AWMW28(2)	230329	ASUW01	5963419	350	
I100297	AWMW29(2)	230329	ASUW02	20028982	350	
I100298	AWMW30(2)	230329	ASUW03	4542940	350	
I100299	AWMW31(2)	230329	ASUW04	10699883	350	
I101390	AWMT558(2)	230410	ASUT18	0	357	
I101391	AWMT559(2)	230410	ASUT01	0	357	
I101392	AWMT560(2)	230410	ASUT05	0	357	
I101393	AWMT561(2)	230410	ASUT06	272340	357	
I101394	AWMT562(2)	230410	ASUT02	193680	357	
I101395	AWMT563(2)	230410	ASUT04	368105	357	
I101396	AWMT564(2)	230410	ASUT03	99142	357	
I101397	AWMT565(2)	230410	ASUT07	124589	357	
I101398	AWMT566(2)	230410	ASUT08	596	357	
I101399	AWMT567(2)	230410	ASUT09	127380	357	
I101400	AWMT568(2)	230410	ASUT10	1380	357	
I101401	AWMT569(2)	230410	ASUT19	366781	357	
I101402	AWMT570(2)	230410	ASUT11	0	357	
I101403	AWMT571(2)	230410	ASUT12	114430	357	
I101404	AWMT572(2)	230410	ASUT15	21016	357	
I101405	AWMT573(2)	230410	ASUT20	213807	357	
I101406	AWMT574(2)	230410	ASUT14	528	357	
I101407	AWMT575(2)	230410	ASUT16	143993	357	
I101408	AWMT576(2)	230410	ASUT21	77652	357	
I101409	AWMT577(2)	230410	ASUT17	11718	357	
I101410	AWMT578(2)	230417	ASUT01	31935	357	
I101411	AWMT579(2)	230417	ASUT05	132957	357	
